Incumbent 0
party,timeslot,party_size,seated
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
1,6,7,0
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7676



Incumbent 5
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
6,0,3,0
5,0,4,1
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
10,3,4,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
10,4,2,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7779



Incumbent 6
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
4,0,5,0
5,0,4,1
6,0,3,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
10,3,4,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
10,4,2,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7537



Incumbent 7
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
4,0,5,0
6,0,3,0
5,0,4,1
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
10,3,4,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
10,4,2,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7556



Incumbent 8
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
10,3,4,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
10,4,2,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7779



Incumbent 9
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
10,3,4,1
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7607



Incumbent 10
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
0,2,7,0
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
5,2,6,0
6,2,6,0
7,2,5,0
8,2,3,1
9,2,2,0
10,2,2,0
11,2,2,1
12,2,2,0
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
10,3,4,1
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
10,4,2,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7456



Incumbent 11
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
8,2,3,1
12,2,2,0
5,2,6,0
0,2,7,0
6,2,6,0
7,2,5,0
9,2,2,0
10,2,2,0
11,2,2,1
Timeslot 4
0,3,8,0
1,3,6,1
2,3,5,0
4,3,5,0
5,3,5,0
10,3,4,1
9,3,3,0
3,3,6,0
6,3,6,1
7,3,5,1
8,3,5,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7988



Incumbent 12
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
6,1,3,1
1,1,7,0
3,1,5,0
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
8,2,3,1
12,2,2,0
5,2,6,0
0,2,7,0
6,2,6,0
7,2,5,0
9,2,2,0
10,2,2,0
11,2,2,1
Timeslot 4
1,3,6,1
2,3,5,0
10,3,4,1
6,3,6,1
8,3,5,1
7,3,5,1
5,3,5,0
0,3,8,0
4,3,5,0
9,3,3,0
3,3,6,0
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7620



Incumbent 13
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
1,1,7,0
2,1,7,0
4,1,5,1
5,1,6,1
8,1,4,1
3,1,5,0
6,1,3,1
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
8,2,3,1
12,2,2,0
5,2,6,0
0,2,7,0
6,2,6,0
7,2,5,0
9,2,2,0
10,2,2,0
11,2,2,1
Timeslot 4
1,3,6,1
2,3,5,0
5,3,5,0
10,3,4,1
6,3,6,1
8,3,5,1
0,3,8,0
4,3,5,0
9,3,3,0
3,3,6,0
7,3,5,1
11,3,3,0
12,3,2,1
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7572



Incumbent 14
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
4,1,5,1
5,1,6,1
8,1,4,1
6,1,3,1
2,1,7,0
1,1,7,0
3,1,5,0
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
8,2,3,1
11,2,2,1
12,2,2,0
5,2,6,0
0,2,7,0
6,2,6,0
7,2,5,0
9,2,2,0
10,2,2,0
Timeslot 4
1,3,6,1
10,3,4,1
6,3,6,1
8,3,5,1
7,3,5,1
12,3,2,1
2,3,5,0
5,3,5,0
0,3,8,0
4,3,5,0
9,3,3,0
3,3,6,0
11,3,3,0
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7779



Incumbent 15
party,timeslot,party_size,seated
Timeslot 1
0,0,7,1
1,0,8,1
2,0,7,1
3,0,8,1
5,0,4,1
6,0,3,0
4,0,5,0
7,0,3,0
Timeslot 2
0,1,8,1
4,1,5,1
5,1,6,1
8,1,4,1
6,1,3,1
2,1,7,0
1,1,7,0
3,1,5,0
7,1,3,0
9,1,4,0
10,1,2,0
Timeslot 3
1,2,8,1
2,2,7,1
3,2,5,1
4,2,6,1
8,2,3,1
12,2,2,0
5,2,6,0
0,2,7,0
6,2,6,0
7,2,5,0
9,2,2,0
10,2,2,0
11,2,2,1
Timeslot 4
1,3,6,1
10,3,4,1
6,3,6,1
8,3,5,1
7,3,5,1
12,3,2,1
2,3,5,0
5,3,5,0
0,3,8,0
4,3,5,0
9,3,3,0
3,3,6,0
11,3,3,0
13,3,2,0
Timeslot 5
0,4,8,1
1,4,8,1
2,4,7,1
3,4,6,1
4,4,6,1
10,4,2,0
5,4,6,0
6,4,4,0
7,4,3,0
8,4,3,0
9,4,3,0
11,4,2,0
12,4,2,0
13,4,2,0
Timeslot 6
0,5,8,1
1,5,8,1
2,5,7,1
3,5,8,1
4,5,8,1
13,5,2,1
5,5,7,0
6,5,5,0
7,5,6,0
8,5,6,0
9,5,6,0
10,5,5,0
11,5,3,0
12,5,3,0
Timeslot 7
2,6,6,1
3,6,5,1
4,6,6,1
6,6,3,1
1,6,7,0
0,6,8,0
7,6,4,0
5,6,3,0
8,6,4,0
9,6,2,0
Objective Function value: 7572



